Education,Marital_Status,Income,Recency,wines,fruits,meat,fist,sweets,golds,DealsPurchases,onlinePurchases,CatalogPurchases,StorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,month_enroll,year_enroll,Generation,Age,Childrens,Compaigns_Engagement,Income_to_Spending_Ratio
PhD,Alone,46734.0,86.0,100.0,1.0,39.0,6.0,1.0,76.0,4.0,3.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Gen X,59.0,2.5,0.0,209.5695067264574
Undergraduate,Partner,56253.0,83.0,509.0,0.0,65.0,7.0,11.0,5.0,4.0,7.0,2.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,Baby Boomers,62.0,1.0,0.0,94.22613065326634
Undergraduate,Partner,19986.0,74.0,3.0,6.0,5.0,0.0,2.0,6.0,1.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Millennials,40.0,1.0,0.0,908.4545454545455
Undergraduate,Alone,58330.0,87.0,445.0,53.0,213.0,104.0,81.0,126.5,1.0,6.0,4.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,Gen X,50.0,1.0,0.0,54.82142857142857
Undergraduate,Partner,25965.0,29.0,2.0,2.0,11.0,41.0,7.0,11.0,1.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Gen X,45.0,0.0,0.0,350.8783783783784
Postgraduate,Partner,14661.0,88.0,4.0,1.0,11.0,6.0,2.0,2.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Baby Boomers,69.0,0.0,0.0,563.8846153846154
Undergraduate,Partner,18690.0,77.0,6.0,1.0,7.0,23.0,4.0,19.0,1.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,Baby Boomers,66.0,0.0,0.0,311.5
PhD,Partner,45068.0,25.0,14.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Gen X,51.0,1.0,0.0,969.270749587855
Undergraduate,Alone,21063.0,34.0,1.0,10.0,11.0,19.0,3.0,15.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Millennials,38.0,1.0,0.0,357.0
PhD,Partner,29187.0,43.0,26.0,0.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Gen X,57.0,1.0,0.0,858.4411764705883
Postgraduate,Partner,54690.0,76.0,111.0,16.0,37.0,7.0,9.0,18.0,3.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Gen X,54.0,2.0,0.0,276.2121212121212
PhD,Partner,59304.0,81.0,418.0,61.0,428.0,80.0,51.0,10.0,3.0,7.0,8.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,Baby Boomers,61.0,1.0,0.0,56.587786259541986
Postgraduate,Alone,59247.0,87.0,327.0,9.0,122.0,19.0,14.0,83.0,5.0,5.0,2.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Baby Boomers,63.0,2.0,0.0,103.21777003484321
Undergraduate,Alone,66731.0,33.0,371.0,79.5,194.0,58.0,81.0,126.5,4.0,4.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Gen X,55.0,1.0,0.0,64.85034013605443
Undergraduate,Partner,77353.0,38.0,275.0,59.0,107.0,69.0,81.0,59.0,2.0,6.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,Gen X,45.0,1.0,0.0,115.45223880597015
PhD,Alone,52614.0,63.0,789.0,0.0,142.0,12.0,9.0,38.0,2.0,2.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,Gen X,50.0,1.0,0.0,53.14545454545455
Undergraduate,Partner,26751.0,26.0,1.0,1.0,5.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Gen X,51.0,2.0,0.0,969.270749587855
PhD,Partner,81300.0,17.0,1004.0,12.0,145.0,32.0,12.0,36.0,3.0,10.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Baby Boomers,62.0,1.0,0.0,65.51168412570507
Undergraduate,Alone,70337.0,75.0,187.0,79.5,149.0,25.0,43.0,91.0,1.0,2.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Gen X,46.0,0.0,0.0,122.11284722222223
Postgraduate,Partner,36145.0,13.0,56.0,4.0,76.0,17.0,1.0,18.0,4.0,4.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,Millennials,40.0,1.0,0.0,210.1453488372093
PhD,Alone,65295.0,19.0,365.0,32.0,117.0,34.0,81.0,6.0,1.0,3.0,3.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,Gen X,45.0,0.0,0.0,98.33584337349397
Undergraduate,Alone,68118.0,51.0,595.0,23.0,123.0,10.0,23.0,126.5,2.0,8.0,9.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Baby Boomers,62.0,1.0,0.0,73.40301724137932
Undergraduate,Alone,68743.0,81.0,1132.0,79.5,384.0,120.5,81.0,115.0,1.0,11.0,5.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Gen X,58.0,0.0,0.0,33.14513018322083
Postgraduate,Partner,41039.0,32.0,34.0,11.0,137.0,120.5,61.0,45.0,1.0,8.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,Millennials,43.0,0.0,0.0,87.87794432548179
Undergraduate,Partner,38946.0,84.0,116.0,6.0,82.0,6.0,6.0,41.0,2.0,3.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Baby Boomers,70.0,1.0,0.0,151.5408560311284
Undergraduate,Partner,65777.0,87.0,565.0,32.0,435.0,28.0,32.0,54.0,1.0,2.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,Gen X,58.0,0.0,0.0,57.397033158813265
PhD,Alone,66476.0,99.0,372.0,18.0,126.0,47.0,48.0,78.0,2.0,5.0,2.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Gen X,49.0,1.0,0.0,96.48185776487664
PhD,Alone,86857.0,96.0,899.0,79.5,556.625,120.5,81.0,40.0,1.0,5.0,6.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Gen X,53.0,0.0,0.0,41.086565752128664
PhD,Partner,118350.5,21.0,55.0,16.0,556.625,17.0,3.0,4.0,6.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Millennials,43.0,0.0,0.0,68.9286546301689
PhD,Partner,77845.0,40.0,760.0,40.0,480.0,0.0,40.0,26.0,1.0,3.0,5.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Millennials,36.0,0.0,0.0,57.83432392273403
PhD,Partner,69476.0,3.0,260.0,79.5,556.625,63.0,9.0,67.0,1.0,4.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Gen X,56.0,0.0,0.0,66.5478927203065
PhD,Alone,50611.0,98.0,459.0,0.0,24.0,6.0,0.0,4.0,6.0,4.0,5.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Baby Boomers,65.0,1.0,0.0,102.65922920892496
Undergraduate,Alone,61209.0,73.0,466.0,0.0,224.0,119.0,49.0,99.0,1.0,5.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Gen X,55.0,0.0,0.0,63.959247648902824
Postgraduate,Partner,42315.0,90.0,67.0,15.0,80.0,17.0,11.0,80.0,3.0,1.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,Baby Boomers,67.0,1.0,0.0,156.72222222222223
Undergraduate,Partner,13084.0,29.0,2.0,0.0,7.0,3.0,7.0,10.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Baby Boomers,73.0,0.0,0.0,451.17241379310343
Postgraduate,Alone,47570.0,3.0,67.0,1.0,20.0,0.0,2.0,31.0,3.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Baby Boomers,76.0,2.0,0.0,393.1404958677686
Postgraduate,Partner,61923.0,94.0,92.0,4.0,18.0,3.0,3.0,6.0,1.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,Baby Boomers,64.0,2.0,0.0,491.45238095238096
Undergraduate,Alone,34824.0,65.0,4.0,2.0,11.0,2.0,0.0,4.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Millennials,30.0,0.0,0.0,969.270749587855
PhD,Alone,26518.0,33.0,20.0,1.0,28.0,3.0,3.0,2.0,3.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Baby Boomers,76.0,2.0,0.0,465.2280701754386
Undergraduate,Alone,45938.0,46.0,273.0,11.0,178.0,62.0,81.0,29.0,2.0,8.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Baby Boomers,64.0,0.0,0.0,72.22955974842768
Undergraduate,Partner,78468.0,29.0,434.0,22.0,388.0,104.0,22.0,34.0,1.0,10.0,7.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Baby Boomers,65.0,0.0,0.0,78.15537848605578
Undergraduate,Alone,78901.0,99.0,321.0,11.0,309.0,33.0,26.0,34.0,3.0,9.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Gen X,52.0,1.0,0.0,107.49455040871935
Undergraduate,Partner,71427.0,26.0,212.0,79.5,177.0,15.0,64.0,23.0,2.0,8.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Gen X,47.0,2.0,0.0,116.33061889250814
Undergraduate,Alone,71022.0,30.0,909.0,12.0,278.0,0.0,12.0,126.5,3.0,5.0,2.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Gen X,47.0,1.0,0.0,48.87955953200275
Postgraduate,Alone,90247.0,27.0,1184.0,32.0,352.0,21.0,16.0,16.0,1.0,3.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Millennials,37.0,0.0,0.0,55.673658235657
Postgraduate,Alone,41335.0,24.0,112.0,19.0,21.0,16.0,14.0,5.0,3.0,4.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,Gen X,57.0,1.0,0.0,221.0427807486631
Undergraduate,Partner,71952.0,93.0,656.0,79.5,455.0,52.0,81.0,93.0,2.0,8.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Millennials,39.0,1.0,0.0,49.86278586278586
PhD,Alone,35682.0,34.0,23.0,0.0,8.0,6.0,2.0,18.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,Gen X,55.0,1.0,0.0,626.0
Undergraduate,Alone,43185.0,88.0,537.0,6.0,42.0,16.0,6.0,30.0,2.0,9.0,3.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Baby Boomers,74.0,1.0,0.0,67.79434850863423
PhD,Partner,66375.0,96.0,712.0,0.0,45.0,0.0,0.0,126.5,3.0,2.0,4.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Baby Boomers,77.0,1.0,0.0,70.01582278481013
Postgraduate,Partner,35178.0,10.0,23.0,1.0,13.0,2.0,2.0,18.0,1.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Gen X,54.0,1.0,0.0,596.2372881355932
Undergraduate,Partner,25252.0,26.0,1.0,3.0,4.0,2.0,2.0,6.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,Millennials,39.0,1.0,0.0,969.270749587855
Postgraduate,Alone,55250.0,49.0,664.0,58.0,83.0,32.0,0.0,66.0,4.0,7.0,5.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Gen X,60.0,1.0,0.0,61.18493909191584
Undergraduate,Alone,33249.0,11.0,6.0,10.0,21.0,19.0,14.0,42.0,2.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Gen X,50.0,1.0,0.0,296.86607142857144
Undergraduate,Partner,58398.0,44.0,299.0,5.0,201.0,21.0,21.0,49.0,3.0,5.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Baby Boomers,72.0,0.0,0.0,97.98322147651007
Undergraduate,Partner,50272.0,75.0,99.0,13.0,66.0,43.0,8.0,4.0,3.0,4.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Millennials,43.0,1.0,0.0,215.75965665236052
PhD,Partner,76618.0,64.0,749.0,40.0,294.0,120.5,81.0,126.5,1.0,3.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,Gen X,50.0,0.0,0.0,50.70681667769689
Postgraduate,Alone,87305.0,19.0,345.0,25.0,501.0,63.0,81.0,80.0,1.0,5.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Baby Boomers,65.0,0.0,0.0,75.78559027777777
Undergraduate,Partner,25851.0,45.0,9.0,4.0,18.0,7.0,5.0,5.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Gen X,47.0,1.0,0.0,538.5625
Undergraduate,Alone,58710.0,77.0,440.0,79.5,368.0,0.0,81.0,126.5,6.0,11.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Gen X,55.0,1.0,0.0,49.54430379746835
Undergraduate,Alone,45160.0,9.0,8.0,2.0,5.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Baby Boomers,67.0,2.0,0.0,969.270749587855
Postgraduate,Partner,74806.0,1.0,670.0,9.0,249.0,0.0,28.0,9.0,2.0,5.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,Gen X,60.0,1.0,0.0,77.51917098445595
Undergraduate,Partner,59111.0,90.0,524.0,0.0,134.0,28.0,28.0,126.5,1.0,11.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Baby Boomers,71.0,0.0,0.0,68.02186421173764
PhD,Partner,18988.0,43.0,6.0,0.0,6.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Millennials,41.0,1.0,0.0,969.270749587855
Undergraduate,Partner,72190.0,79.0,597.0,79.5,556.625,120.5,81.0,126.5,1.0,5.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Gen X,60.0,0.0,0.0,37.077555213148436
Undergraduate,Partner,7500.0,19.0,7.0,0.0,12.0,13.0,7.0,32.0,5.0,4.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Gen X,49.0,1.0,0.0,105.63380281690141
Undergraduate,Partner,44794.0,99.0,54.0,0.0,7.0,0.0,0.0,4.0,1.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,Gen X,59.0,1.0,0.0,689.1384615384616
Undergraduate,Partner,80395.0,62.0,445.0,25.0,556.625,80.0,76.0,48.0,1.0,6.0,5.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,Baby Boomers,70.0,0.0,0.0,58.257246376811594
Postgraduate,Alone,75012.0,41.0,294.0,79.5,218.0,120.5,58.0,126.5,1.0,3.0,8.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Gen X,49.0,0.0,0.0,73.03992210321324
Postgraduate,Partner,56962.0,60.0,292.0,3.0,77.0,10.0,3.0,26.0,6.0,6.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Gen X,60.0,2.5,0.0,138.59367396593674
Undergraduate,Partner,89891.0,17.0,412.0,22.0,132.0,59.0,28.0,126.5,1.0,11.0,6.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Millennials,34.0,0.0,0.0,107.52511961722487
PhD,Alone,35946.0,24.0,8.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Baby Boomers,76.0,2.0,0.0,969.270749587855
PhD,Partner,53593.0,60.0,349.0,4.0,78.0,6.0,0.0,43.0,6.0,7.0,2.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Baby Boomers,72.0,2.0,0.0,111.65208333333334
Undergraduate,Partner,66373.0,57.0,328.0,9.0,124.0,12.0,24.0,109.0,6.0,4.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,Gen X,47.0,2.0,0.0,109.52640264026402
PhD,Alone,45072.0,74.0,144.0,2.0,99.0,7.0,2.0,30.0,5.0,6.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Baby Boomers,77.0,2.5,0.0,158.70422535211267
Undergraduate,Alone,89694.0,22.0,1126.0,28.0,211.0,37.0,28.0,42.0,3.0,4.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Gen X,52.0,2.0,0.0,60.93342391304348
Undergraduate,Partner,72025.0,46.0,967.0,0.0,556.625,43.0,50.0,0.0,1.0,4.0,8.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Baby Boomers,76.0,0.0,0.0,42.94871794871795
Undergraduate,Partner,67432.0,69.0,432.0,79.0,341.0,120.5,81.0,126.5,2.0,8.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Gen X,52.0,1.0,0.0,50.51086142322097
Postgraduate,Partner,70545.0,29.0,138.0,39.0,63.0,55.0,18.0,21.0,1.0,4.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,Baby Boomers,73.0,1.0,0.0,211.2125748502994
Undergraduate,Partner,17487.0,37.0,0.0,0.0,1.0,7.0,4.0,6.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Millennials,36.0,1.0,0.0,969.270749587855
Undergraduate,Partner,62882.0,26.0,509.0,79.5,497.0,78.0,24.0,97.0,2.0,7.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Gen X,56.0,1.0,0.0,46.997010463378174
PhD,Alone,64108.0,8.0,948.0,10.0,86.0,13.0,21.0,21.0,4.0,6.0,9.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Baby Boomers,72.0,1.0,0.0,58.333030027297546
Postgraduate,Partner,34941.0,26.0,39.0,2.0,25.0,4.0,3.0,24.0,2.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Baby Boomers,69.0,2.0,0.0,360.21649484536084
PhD,Alone,48767.0,79.0,28.0,1.0,21.0,3.0,0.0,10.0,3.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Baby Boomers,75.0,2.5,0.0,774.0793650793651
Postgraduate,Partner,38702.0,71.0,13.0,11.0,24.0,13.0,8.0,40.0,2.0,3.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Gen X,47.0,1.0,0.0,355.0642201834862
Undergraduate,Partner,82224.0,83.0,307.0,26.0,360.0,120.5,31.0,40.0,1.0,6.0,9.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Baby Boomers,61.0,0.0,0.0,91.15742793791574
Undergraduate,Partner,83844.0,57.0,901.0,31.0,345.0,75.0,31.0,126.5,1.0,4.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Baby Boomers,73.0,0.0,0.0,53.26810673443456
Postgraduate,Partner,17003.0,37.0,2.0,5.0,12.0,4.0,8.0,7.0,3.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,Gen X,50.0,1.0,0.0,447.44736842105266
Undergraduate,Alone,71163.0,30.0,283.0,17.0,372.0,120.5,81.0,44.0,1.0,3.0,8.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Millennials,30.0,0.0,0.0,74.128125
Undergraduate,Alone,33697.0,34.0,4.0,3.0,7.0,0.0,3.0,11.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Gen X,55.0,1.0,0.0,969.270749587855
Postgraduate,Partner,63564.0,0.0,769.0,79.5,252.0,15.0,34.0,65.0,1.0,10.0,10.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,Baby Boomers,71.0,0.0,0.0,52.31604938271605
PhD,Partner,83443.0,89.0,518.0,42.0,556.625,55.0,56.0,84.0,1.0,6.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,Gen X,53.0,0.0,0.0,55.74014696058784
PhD,Partner,51518.0,92.0,350.0,8.0,66.0,17.0,4.0,4.0,2.0,3.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Baby Boomers,67.0,1.0,0.0,114.73942093541203
Undergraduate,Alone,58330.0,87.0,445.0,53.0,213.0,104.0,81.0,126.5,1.0,6.0,4.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,Gen X,50.0,1.0,0.0,54.82142857142857
Undergraduate,Partner,80952.0,20.0,778.0,79.5,556.625,41.0,27.0,44.0,1.0,8.0,5.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Gen X,56.0,0.0,0.0,46.073989755264655
Undergraduate,Partner,75507.0,56.0,709.0,79.5,374.0,104.0,80.0,80.0,1.0,8.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,Gen X,46.0,0.0,0.0,52.43541666666667
Postgraduate,Partner,63855.0,28.0,359.0,35.0,314.0,93.0,81.0,89.0,1.0,7.0,3.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,Gen X,47.0,0.0,0.0,63.47415506958251
PhD,Partner,62220.0,55.0,799.0,12.0,375.0,16.0,12.0,12.0,5.0,7.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,Gen X,53.0,1.0,0.0,50.750407830342574
Undergraduate,Partner,58512.0,25.0,895.0,10.0,101.0,13.0,0.0,126.5,5.0,3.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,Baby Boomers,61.0,1.0,0.0,49.967549103330484
Postgraduate,Partner,40662.0,0.0,40.0,2.0,23.0,0.0,4.0,23.0,2.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,Gen X,46.0,1.0,0.0,441.9782608695652
PhD,Partner,38829.0,86.0,76.0,0.0,7.0,0.0,0.0,16.0,1.0,3.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,Baby Boomers,66.0,1.0,0.0,392.2121212121212
Postgraduate,Partner,35523.0,8.0,11.0,5.0,22.0,12.0,5.0,11.0,2.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,Millennials,44.0,1.0,0.0,538.2272727272727
