Education,Marital_Status,Income,Recency,Deals,online,Catalog,Store,NumWebVisitsMonth,month_enroll,Generation,Age,Childrens,Compaigns_Engagement,Income_to_Spending_Ratio,Cluster
PhD,Partner,0.5024870973005607,20,1,4,5,10,2,11,Baby Boomers,67,0,0,60.312161115414405,2
Postgraduate,Partner,0.34849507040219757,72,1,4,4,6,3,6,Gen X,48,0,0,113.920814479638,1
Undergraduate,Alone,0.4156952418091802,20,1,4,8,4,8,8,Baby Boomers,61,0,0,32.63271767810026,2
PhD,Partner,0.34121265926709976,69,6,4,1,8,6,11,Baby Boomers,65,2,0,119.59610705596108,1
Postgraduate,Alone,0.33219898290483535,80,4,4,3,8,5,2,Gen X,50,1,0,91.52015355086372,1
Undergraduate,Alone,0.4752243701831379,65,1,4,7,5,1,9,Gen X,56,1,0,62.22517123287671,2
Postgraduate,Partner,0.3934672731506328,52,7,8,2,6,7,6,Gen X,48,2,1,117.55375253549695,1
Undergraduate,Partner,0.43517834234180364,65,2,3,2,5,4,4,Baby Boomers,63,2,0,251.2153846153846,2
Undergraduate,Alone,0.2071137508720321,57,2,2,0,3,6,6,Millennials,43,1,0,621.0217391304348,0
Postgraduate,Partner,0.3301670563402374,70,4,6,1,5,7,4,Baby Boomers,74,1,0,148.43887147335423,1
Undergraduate,Partner,0.3151324942469499,0,1,2,1,3,5,1,Gen X,58,1,0,468.03125,1
Undergraduate,Alone,0.49790601572654203,19,1,8,3,4,4,2,Gen X,58,0,1,72.48775894538606,2
Postgraduate,Partner,0.38936850283916796,50,2,2,1,7,2,8,Baby Boomers,73,1,0,246.7543103448276,1
Postgraduate,Alone,0.1671286168746374,67,3,3,0,3,7,12,Millennials,44,1,0,301.89473684210526,0
Postgraduate,Partner,0.1841841302888472,46,3,3,0,3,8,11,Gen X,48,1,0,468.7962962962963,0
Undergraduate,Alone,0.3070093146648001,37,2,4,1,4,7,8,Gen X,56,1,0,217.1044776119403,1
PhD,Alone,0.3011382767935022,38,2,4,5,3,6,11,Millennials,41,1,0,105.19704433497536,1
PhD,Partner,0.5346787017952007,9,1,7,6,6,3,8,Millennials,43,0,2,43.86086503387181,2
Undergraduate,Partner,0.3706688615404291,56,2,4,6,8,3,6,Gen X,49,1,0,81.65861027190333,1
Postgraduate,Partner,0.17966627101433605,98,2,2,0,4,5,3,Millennials,35,1,0,602.0243902439024,0
Undergraduate,Alone,0.5419415412386419,68,1,3,6,4,1,1,Baby Boomers,61,0,0,53.5125,2
Undergraduate,Partner,0.3332318344351151,72,1,3,0,4,6,12,Gen X,45,1,0,357.089552238806,1
Undergraduate,Partner,0.14192883645731555,47,4,3,1,2,8,1,Gen X,57,2,1,282.81159420289856,0
Postgraduate,Partner,0.19725051519256215,33,2,1,0,3,6,3,Gen X,52,2,0,1293.2857142857142,0
Postgraduate,Alone,0.28087088562508006,87,2,1,1,3,3,3,Baby Boomers,62,2,0,732.3703703703703,1
Undergraduate,Alone,0.15640637439113242,0,2,3,1,2,7,4,Millennials,36,1,1,235.978021978022,0
PhD,Alone,0.4081126493338507,73,2,6,2,8,6,2,Gen X,54,1,0,115.02661596958175,1
Undergraduate,Partner,0.16331242871757146,74,1,3,2,2,8,4,Baby Boomers,62,0,0,138.38888888888889,0
Postgraduate,Partner,0.5221876383832423,4,1,3,8,13,1,11,Baby Boomers,76,0,0,81.04960317460318,2
Undergraduate,Partner,0.3058984874577555,50,6,4,1,5,8,9,Baby Boomers,73,2,0,181.09166666666667,1
PhD,Alone,0.37552245176522914,57,2,6,2,11,5,3,Gen X,47,1,0,69.03144654088051,1
Undergraduate,Partner,0.5130406177593728,30,1,5,6,7,2,4,Millennials,43,0,1,45.09480812641083,2
Postgraduate,Partner,0.11018889837172767,27,2,2,0,4,5,8,Gen X,55,0,0,239.296875,0
Undergraduate,Partner,0.5526120263379656,61,1,5,10,4,6,5,Baby Boomers,66,1,4,44.84977005620848,2
Undergraduate,Partner,0.2378107357073398,4,1,2,0,4,5,9,Gen X,47,1,0,423.5769230769231,0
Undergraduate,Alone,0.5224063454692065,75,0,6,6,7,2,6,Gen X,45,0,0,51.99809160305343,2
Postgraduate,Partner,0.4689134969786908,12,2,8,3,13,4,6,Gen X,54,1,0,89.93584905660377,2
Postgraduate,Partner,0.4192367580246589,13,5,6,3,12,4,1,Gen X,55,1,0,70.26546681664792,2
PhD,Alone,0.3390462673831812,9,3,3,2,7,3,11,Baby Boomers,62,1,0,147.42900302114805,1
PhD,Partner,0.35935312989753593,48,2,3,2,5,4,6,Baby Boomers,75,1,0,196.8188679245283,1
Undergraduate,Alone,0.44208537136616793,80,4,4,2,9,8,12,Baby Boomers,63,1,0,62.502347417840376,2
Postgraduate,Partner,0.2121963981098037,60,1,1,0,2,5,9,Baby Boomers,74,2,0,2663.454545454545,0
Undergraduate,Alone,0.3322543412888767,43,1,1,0,2,6,7,Gen X,46,1,0,2271.0,1
Undergraduate,Partner,0.2721041765772287,19,1,1,0,2,7,12,Gen X,55,2,0,2247.058823529412,1
Undergraduate,Partner,0.3154953332786471,26,5,5,1,5,6,9,Gen X,51,1,0,121.92140921409214,1
PhD,Partner,0.27369021455688564,58,2,1,0,3,7,1,Gen X,57,2,0,1011.657894736842,1
Postgraduate,Alone,0.27466799617883436,42,3,4,1,3,8,9,Gen X,47,1,0,218.0395480225989,1
PhD,Partner,0.43015482756343476,27,1,5,1,5,5,8,Gen X,55,1,0,230.8709677419355,2
Postgraduate,Partner,0.26396482554917844,56,2,2,0,3,8,10,Millennials,44,1,0,596.1129032258065,0
PhD,Partner,0.4165832107377132,27,3,6,4,8,5,1,Gen X,48,1,3,50.40325203252033,2
Undergraduate,Partner,0.3541314209813274,10,3,4,1,3,7,4,Gen X,57,2,0,281.7967032967033,1
Undergraduate,Partner,0.09428028126611365,48,4,3,0,3,8,8,Gen X,55,2,0,270.6122448979592,0
PhD,Partner,0.330906416519326,39,2,2,0,4,5,9,Gen X,59,2,0,632.96,1
Postgraduate,Partner,0.37388950478852623,85,6,4,2,4,7,7,Baby Boomers,69,2,0,240.5418502202643,1
PhD,Partner,0.31685793142619884,64,5,3,1,6,6,11,Gen X,51,2,1,210.26511627906976,1
Undergraduate,Partner,0.28823178177869585,69,7,7,1,5,8,3,Baby Boomers,74,1,0,91.64189189189187,1
Postgraduate,Partner,0.3330536207502906,54,1,1,0,3,8,10,Gen X,58,2,0,1017.468085106383,1
Postgraduate,Partner,0.19929700136691114,57,1,2,1,3,7,4,Baby Boomers,74,0,0,191.95804195804195,0
Undergraduate,Partner,0.28025556476442487,64,2,2,0,3,6,4,Millennials,42,1,0,717.3272727272728,1
Postgraduate,Partner,0.195072847747532,10,4,2,1,4,4,4,Gen X,54,2,0,426.1904761904762,0
Undergraduate,Alone,0.512486044958765,65,1,5,11,5,3,9,Baby Boomers,70,0,3,42.74236743438672,2
Postgraduate,Partner,0.415440582965766,74,2,4,4,10,2,9,Baby Boomers,64,1,0,101.13584288052373,2
Undergraduate,Partner,0.3695139970642174,4,3,7,1,7,7,5,Baby Boomers,70,1,1,113.8752642706131,1
Undergraduate,Partner,0.17635069663299716,94,1,1,1,3,4,8,Baby Boomers,66,0,0,440.3818181818182,0
PhD,Alone,0.2817511075496007,41,2,2,1,2,7,10,Millennials,41,1,0,489.9259259259259,1
Postgraduate,Partner,0.574052140764064,25,0,5,11,5,2,12,Gen X,50,0,2,44.1816874400767,2
Postgraduate,Alone,0.46020026539646214,94,1,3,7,9,1,11,Gen X,60,0,0,47.28146143437077,2
Undergraduate,Partner,0.23874993131148256,9,1,1,0,3,4,1,Gen X,48,1,0,677.1020408163265,0
PhD,Partner,0.40508059635116106,47,1,3,4,7,1,9,Gen X,53,0,0,156.9973821989529,1
Postgraduate,Partner,0.12652107759016754,12,3,3,1,2,7,9,Gen X,50,1,0,253.0289855072464,0
Undergraduate,Alone,0.17411257715761497,80,1,2,0,3,7,10,Gen X,56,1,0,356.86567164179104,0
Postgraduate,Partner,0.29769964123083203,20,2,1,0,3,8,10,Gen X,56,2,0,1405.6333333333334,1
Postgraduate,Partner,0.19064654436199927,39,3,2,1,3,6,6,Gen X,47,1,0,416.25396825396825,0
Undergraduate,Partner,0.22454112767681444,57,3,3,0,4,8,8,Millennials,44,1,0,393.53164556962025,0
Undergraduate,Alone,0.2176120981635385,27,1,1,0,3,7,2,Baby Boomers,64,1,0,716.2142857142857,0
Undergraduate,Partner,0.42115759319252827,83,3,5,3,12,5,8,Baby Boomers,65,1,0,76.68742368742369,2
Undergraduate,Alone,0.4764338565387076,79,1,3,4,9,1,9,Baby Boomers,70,0,0,63.341442224152914,2
PhD,Partner,0.4135881116251751,69,3,5,2,10,5,12,Baby Boomers,77,2,0,103.47979797979798,2
Postgraduate,Partner,0.34403716738893503,77,4,3,1,3,7,1,Gen X,59,2,0,384.6356589147287,1
Postgraduate,Alone,0.1594377558801685,15,4,5,1,2,10,12,Millennials,39,1,0,102.7605633802817,0
Undergraduate,Alone,0.29935369610903817,99,2,1,1,3,5,2,Gen X,52,1,0,633.2686567164179,1
Undergraduate,Alone,0.1901220099628451,61,1,1,0,3,7,3,Baby Boomers,69,3,0,933.9285714285714,0
Undergraduate,Partner,0.22256629923244575,23,2,1,0,3,7,10,Gen X,50,1,0,684.4666666666667,0
Undergraduate,Partner,0.5194880108710691,84,1,6,4,7,3,5,Gen X,60,0,1,68.03688181056161,2
Postgraduate,Alone,0.1952633185637462,74,2,3,1,6,6,8,Gen X,56,0,0,100.28731343283582,0
Postgraduate,Alone,0.31560165770584625,90,1,3,1,7,3,7,Silent Generation,81,0,0,169.1954887218045,1
Undergraduate,Partner,0.13793290162067826,41,1,1,0,3,8,12,Gen X,52,1,0,512.918918918919,0
Undergraduate,Partner,0.16444062873970447,28,2,2,0,3,7,10,Gen X,58,3,0,610.1081081081081,0
PhD,Alone,0.33562542076958973,73,3,6,3,13,5,11,Gen X,56,0,0,54.69387755102041,1
Undergraduate,Partner,0.32078531121129145,88,5,6,2,5,7,7,Gen X,51,2,0,122.88739946380696,1
Postgraduate,Alone,0.2562432644314649,94,2,1,0,3,8,5,Gen X,60,3,0,1022.6,0
PhD,Partner,0.6931471805599453,31,0,0,0,1,1,6,Gen X,49,2,0,1517.728971962617,2
Undergraduate,Alone,0.3712842443545748,31,1,1,0,3,4,3,Gen X,47,2,0,1289.571428571429,1
Postgraduate,Partner,0.22064945792880844,6,5,1,2,9,2,8,Baby Boomers,65,1,0,93.62576687116564,0
PhD,Partner,0.3730218385789739,23,3,6,1,7,6,7,Baby Boomers,64,1,0,134.79207920792078,1
Undergraduate,Alone,0.22825392706803668,92,1,2,1,2,7,7,Gen X,54,0,0,332.9684210526316,0
Undergraduate,Alone,0.47319105731848415,52,1,4,3,6,1,3,Baby Boomers,76,0,2,76.99467518636848,2
Postgraduate,Alone,0.2640701874839844,50,1,1,0,3,7,12,Gen X,47,1,0,1120.4545454545455,0
Postgraduate,Partner,0.4749897629492275,54,1,6,8,6,3,6,Baby Boomers,70,0,1,74.04179408766565,2
Undergraduate,Partner,0.0971166652221176,93,2,2,0,3,6,1,Gen X,49,1,0,378.44444444444446,0
Undergraduate,Alone,0.5348143304341493,56,1,8,4,7,3,6,Gen X,50,1,0,68.06467259498787,2
Undergraduate,Partner,0.4660766994733171,28,7,11,11,5,7,9,Baby Boomers,65,1,0,38.88821917808219,2
PhD,Alone,0.2475515857333204,94,3,3,0,3,9,9,Gen X,48,2,0,334.8252427184466,0
Undergraduate,Alone,0.20852084298659482,76,3,4,1,4,9,12,Gen X,48,1,0,150.62303664921467,0
PhD,Partner,0.45587208783432787,43,2,7,3,13,8,11,Gen X,55,1,0,43.558638083228246,2
PhD,Partner,0.436132347711107,46,1,3,4,6,1,6,Baby Boomers,67,0,0,68.00415368639668,2
Postgraduate,Partner,0.4192367580246589,13,5,6,3,12,4,1,Gen X,55,1,0,70.26546681664792,2
Postgraduate,Alone,0.23224533654442509,27,1,2,1,3,7,2,Baby Boomers,65,0,1,346.4301075268817,0
Undergraduate,Alone,0.533411946654925,12,1,6,7,7,3,4,Gen X,52,0,0,52.87775677378702,2
Undergraduate,Alone,0.3224327068343937,3,1,1,0,2,7,3,Baby Boomers,63,3,0,2881.375,1
Undergraduate,Alone,0.536711202419621,72,1,9,11,11,5,6,Baby Boomers,73,0,0,61.50836363636363,2
Undergraduate,Partner,0.38315652455212795,6,1,4,2,7,4,1,Baby Boomers,63,1,0,142.95419847328245,1
Postgraduate,Alone,0.422917464102285,53,5,8,4,9,7,9,Baby Boomers,75,1,0,42.73527420446852,2
Undergraduate,Partner,0.4806052009757212,58,2,6,2,8,2,11,Gen X,54,1,1,62.50296861747243,2
Undergraduate,Partner,0.4243825959174695,78,4,4,5,13,2,10,Baby Boomers,65,1,0,63.06567164179104,2
PhD,Partner,0.4935080279479974,57,1,5,9,6,2,5,Baby Boomers,77,0,0,56.48367952522255,2
PhD,Alone,0.42145018252579575,37,4,9,4,6,6,12,Baby Boomers,66,1,0,48.09410864575364,2
Undergraduate,Alone,0.3212145171247489,20,2,5,4,4,5,5,Baby Boomers,61,1,1,94.45679012345678,1
Postgraduate,Partner,0.5012879568003463,73,1,4,2,6,2,3,Baby Boomers,78,0,2,34.47246891651865,2
PhD,Partner,0.32467253702259663,56,7,3,1,6,6,8,Gen X,54,2,0,197.7148936170213,1
Undergraduate,Partner,0.6363443064102922,36,0,9,8,13,3,1,Gen X,55,0,2,61.17807424593968,2
Postgraduate,Alone,0.3778875552525162,9,1,3,1,6,4,12,Gen X,55,1,0,235.24255319148932,1
Postgraduate,Partner,0.5068716842696933,42,3,7,6,12,4,5,Gen X,48,1,0,72.07875457875458,2
Undergraduate,Partner,0.4438528372478374,28,2,7,1,7,5,9,Baby Boomers,67,1,0,111.6627712854758,2
Postgraduate,Alone,0.6054959951868846,23,0,4,6,9,1,2,Baby Boomers,65,0,1,49.19173306772908,2
Undergraduate,Partner,0.21084308645424507,38,2,1,0,3,9,8,Millennials,40,1,0,606.3125,0
Undergraduate,Partner,0.44692332346736474,63,5,9,6,12,6,8,Gen X,51,1,0,57.44889267461669,2
PhD,Partner,0.3500853957562729,71,1,1,1,4,2,4,Baby Boomers,75,1,0,755.4626865671642,1
Undergraduate,Alone,0.3428998014542051,9,2,7,1,5,8,8,Baby Boomers,70,1,0,135.42739726027398,1
Undergraduate,Alone,0.6931471805599453,81,0,0,0,0,0,2,Gen X,50,0,0,25654.0,2
Undergraduate,Partner,0.41251585018568704,87,2,3,1,4,6,1,Baby Boomers,72,1,0,371.3818181818182,2
Postgraduate,Partner,0.1925297640905923,92,2,3,1,5,6,9,Baby Boomers,67,0,0,126.14285714285714,0
PhD,Partner,0.4772482365105821,36,1,9,3,13,4,8,Baby Boomers,78,1,0,66.72054794520548,2
PhD,Alone,0.3263506702923403,86,4,3,2,3,6,10,Gen X,59,3,1,209.5695067264574,1
Undergraduate,Partner,0.38357731265938433,83,4,7,2,9,6,12,Baby Boomers,62,1,0,94.22613065326634,1
Undergraduate,Partner,0.14543447171109175,74,1,0,0,3,7,11,Millennials,40,1,0,908.4545454545456,0
Undergraduate,Alone,0.39564027618736974,87,1,6,4,13,4,12,Gen X,50,1,0,54.82142857142857,1
Undergraduate,Partner,0.18880946897922504,29,1,2,0,3,8,9,Gen X,45,0,0,350.8783783783784,0
Postgraduate,Partner,0.10515341226811566,88,1,1,0,3,6,1,Baby Boomers,69,0,0,563.8846153846154,0
Undergraduate,Partner,0.13577921915171895,77,1,1,1,2,8,12,Baby Boomers,66,0,0,311.5,0
PhD,Partner,0.3159893333762376,25,1,1,0,2,7,5,Gen X,51,1,0,2253.4,1
Undergraduate,Alone,0.15338784229211536,34,2,2,0,3,6,9,Millennials,38,1,0,357.0,0
PhD,Partner,0.21142627603168096,43,1,1,0,3,8,5,Gen X,57,1,0,858.4411764705883,0
Postgraduate,Partner,0.37440266711833725,76,3,3,1,5,3,11,Gen X,54,2,0,276.2121212121212,1
PhD,Partner,0.40124741780118417,81,3,7,8,10,5,7,Baby Boomers,61,1,0,56.58778625954199,1
Postgraduate,Alone,0.40092014381826696,87,5,5,2,9,6,11,Baby Boomers,63,2,0,103.2177700348432,1
Undergraduate,Alone,0.44299977801581303,33,4,4,3,6,3,9,Gen X,55,1,0,64.85034013605443,2
Undergraduate,Partner,0.49983772445705826,38,2,6,4,8,4,12,Gen X,45,1,0,115.45223880597015,2
PhD,Alone,0.36208514336181086,63,2,2,4,8,8,12,Gen X,50,1,0,53.14545454545455,1
Undergraduate,Partner,0.19437414420229948,26,1,1,0,2,8,5,Gen X,51,2,0,2431.909090909091,0
PhD,Partner,0.5201610527652886,17,3,10,3,5,5,10,Baby Boomers,62,1,1,65.51168412570507,2
Undergraduate,Alone,0.46265972609568307,75,1,2,2,12,1,1,Gen X,46,0,0,122.11284722222224,2
Postgraduate,Partner,0.2585898353070777,13,4,4,1,3,9,6,Millennials,40,1,1,210.1453488372093,0
PhD,Alone,0.4350618025738633,19,1,3,3,13,2,12,Gen X,45,0,0,98.33584337349396,2
Undergraduate,Alone,0.4506075266360972,51,2,8,9,4,6,10,Baby Boomers,62,1,0,73.40301724137932,2
Undergraduate,Alone,0.454016850201809,81,1,11,5,13,7,8,Gen X,58,0,0,33.14513018322083,2
Postgraduate,Partner,0.29047890881052735,32,1,8,1,5,8,7,Millennials,43,0,0,87.87794432548179,1
Undergraduate,Partner,0.27696527689760564,84,2,3,1,6,5,10,Baby Boomers,70,1,0,151.5408560311284,1
Undergraduate,Partner,0.4377332520929478,87,1,2,8,6,1,12,Gen X,58,0,0,57.39703315881327,2
PhD,Alone,0.44159477266054864,99,2,5,2,11,4,3,Gen X,49,1,0,96.48185776487664,2
PhD,Alone,0.5480918422854758,96,1,5,6,10,2,9,Gen X,53,0,0,41.08656575212866,2
PhD,Partner,0.6931471805599453,21,15,0,28,1,0,8,Millennials,43,0,0,93.65346534653466,2
PhD,Partner,0.5023937094217208,40,1,3,5,12,1,5,Millennials,36,0,2,57.83432392273403,2
PhD,Partner,0.4580005511223768,3,1,4,6,4,2,9,Gen X,56,0,0,66.5478927203065,2
PhD,Alone,0.35005518500607724,98,6,4,5,7,6,10,Baby Boomers,65,1,1,102.65922920892496,1
Undergraduate,Alone,0.4121241029881986,73,1,5,3,4,2,8,Gen X,55,0,0,63.95924764890282,2
Postgraduate,Partner,0.298628793446343,90,3,1,4,4,3,7,Baby Boomers,67,1,0,156.72222222222223,1
Undergraduate,Partner,0.09290595210884971,29,1,1,0,3,6,11,Baby Boomers,73,0,0,451.1724137931034,0
Postgraduate,Alone,0.33150982208465524,3,3,2,2,2,7,5,Baby Boomers,76,2,0,393.1404958677686,1
Postgraduate,Partner,0.4161704315404471,94,1,2,1,4,3,7,Baby Boomers,64,2,0,491.45238095238096,2
Undergraduate,Alone,0.24980507390828346,65,1,1,0,2,6,3,Millennials,30,0,0,1514.0869565217392,0
PhD,Alone,0.19272779159584535,33,3,2,0,3,8,4,Baby Boomers,76,2,0,465.2280701754386,0
Undergraduate,Alone,0.3214135066318183,46,2,8,4,6,6,11,Baby Boomers,64,0,0,72.22955974842768,1
Undergraduate,Partner,0.5056209056003785,29,1,10,7,10,4,4,Baby Boomers,65,0,1,78.15537848605578,2
Undergraduate,Alone,0.5078577656316041,99,3,9,3,5,4,9,Gen X,52,1,0,107.49455040871936,2
Undergraduate,Partner,0.4685271344961205,26,2,8,2,8,4,3,Gen X,47,2,0,116.33061889250814,2
Undergraduate,Alone,0.46635105970463997,30,3,5,2,11,8,2,Gen X,47,1,1,48.87955953200275,2
Postgraduate,Alone,0.5647554127916699,27,1,3,4,7,1,4,Millennials,37,0,3,55.673658235657,2
Postgraduate,Alone,0.2923754031080293,24,3,4,1,4,7,12,Gen X,57,1,0,221.0427807486631,1
Undergraduate,Partner,0.4713409427627693,93,2,8,4,8,4,1,Millennials,39,1,2,49.86278586278586,2
PhD,Alone,0.25551962255612676,34,1,1,1,3,2,6,Gen X,55,1,0,626.0,0
Undergraduate,Alone,0.30414769378110973,88,2,9,3,6,8,4,Baby Boomers,74,1,0,67.79434850863423,1
PhD,Partner,0.44103773410569624,96,3,2,4,5,7,11,Baby Boomers,77,1,1,70.01582278481013,2
Postgraduate,Partner,0.25216678330835807,10,1,1,1,2,7,1,Gen X,54,1,1,596.2372881355932,0
Undergraduate,Partner,0.18373468887274658,26,1,1,0,2,8,7,Millennials,39,1,0,1402.888888888889,0
Postgraduate,Alone,0.37769949308566214,49,4,7,5,10,5,10,Gen X,60,1,0,61.18493909191584,1
Undergraduate,Alone,0.23922932417973564,11,2,2,1,3,6,2,Gen X,50,1,0,296.86607142857144,0
Undergraduate,Partner,0.3960327623904578,44,3,5,4,8,4,5,Baby Boomers,72,0,0,97.98322147651008,1
Undergraduate,Partner,0.34800476452625895,75,3,4,1,5,7,8,Millennials,43,1,0,215.7596566523605,1
PhD,Partner,0.4960071208445526,64,1,3,2,5,1,12,Gen X,50,0,0,50.70681667769689,2
Postgraduate,Alone,0.5503099779317658,19,1,5,3,8,2,9,Baby Boomers,65,0,1,75.78559027777777,2
Undergraduate,Partner,0.18799980121836227,45,2,2,0,3,7,2,Gen X,47,1,0,538.5625,0
Undergraduate,Alone,0.3978316091923575,77,6,11,5,9,6,3,Gen X,55,1,0,49.54430379746835,1
Undergraduate,Alone,0.31656431722065853,9,1,1,0,2,7,3,Baby Boomers,67,2,0,2150.4761904761904,1
Postgraduate,Partner,0.48650035337218356,1,2,5,4,5,4,12,Gen X,60,1,0,77.51917098445595,2
Undergraduate,Partner,0.4001388466529499,90,1,11,1,8,7,5,Baby Boomers,71,0,0,68.02186421173764,1
PhD,Partner,0.13800759900294324,43,2,1,0,3,7,5,Millennials,41,1,0,1186.75,0
Undergraduate,Partner,0.47261393229344784,79,1,5,6,4,3,2,Gen X,60,0,0,37.07755521314844,2
Undergraduate,Partner,0.0482916794729126,19,5,4,1,2,9,8,Gen X,49,1,1,105.6338028169014,0
Undergraduate,Partner,0.3142749203147158,99,1,2,0,3,6,6,Gen X,59,1,0,689.1384615384616,1
Undergraduate,Partner,0.5155375171606148,62,1,6,5,12,2,11,Baby Boomers,70,0,1,58.2572463768116,2
Postgraduate,Alone,0.4875857093410996,41,1,3,8,11,1,1,Gen X,49,0,0,73.03992210321324,2
Postgraduate,Partner,0.38771147754650737,60,7,6,3,5,7,10,Gen X,60,3,0,138.59367396593674,1
Undergraduate,Partner,0.5630184838398427,17,1,11,6,8,4,4,Millennials,34,0,1,107.52511961722487,2
PhD,Alone,0.25727139551255196,24,1,0,0,3,5,9,Baby Boomers,76,2,0,3267.818181818182,0
PhD,Partner,0.36791274893492015,60,8,7,2,6,8,8,Baby Boomers,72,2,0,111.65208333333334,1
Undergraduate,Partner,0.44102670050562554,57,7,4,2,10,3,6,Gen X,47,2,0,109.52640264026402,2
PhD,Alone,0.316014339549638,74,5,6,1,4,8,10,Baby Boomers,77,3,0,158.70422535211267,1
Undergraduate,Alone,0.5620560198579421,22,3,4,3,4,5,10,Gen X,52,2,3,60.93342391304348,2
Undergraduate,Partner,0.47173156985799264,46,1,4,8,13,2,4,Baby Boomers,76,0,3,42.94871794871795,2
Undergraduate,Partner,0.44685202378379535,69,2,8,5,4,4,3,Gen X,52,1,0,50.51086142322097,2
Postgraduate,Partner,0.46378203947378044,29,1,4,1,7,2,6,Baby Boomers,73,1,0,211.2125748502994,2
Undergraduate,Partner,0.12673261627042617,37,1,1,0,2,7,3,Millennials,36,1,0,971.5,0
Undergraduate,Partner,0.4215795697368943,26,2,7,5,6,4,8,Gen X,56,1,0,46.997010463378174,2
PhD,Alone,0.42845235270329896,8,4,6,9,11,5,3,Baby Boomers,72,1,0,58.333030027297546,2
Postgraduate,Partner,0.2505862561370556,26,2,3,0,3,8,3,Baby Boomers,69,2,0,360.21649484536084,0
PhD,Alone,0.3388507561971802,79,3,2,1,3,5,1,Baby Boomers,75,3,0,774.0793650793651,1
Postgraduate,Partner,0.27537791818236373,71,2,3,0,4,6,8,Gen X,47,1,0,355.0642201834862,1
Undergraduate,Partner,0.5248597049561022,83,1,6,9,5,3,1,Baby Boomers,61,0,1,91.15742793791574,2
Undergraduate,Partner,0.5330446898578042,57,1,4,4,11,1,5,Baby Boomers,73,0,1,53.26810673443456,2
Postgraduate,Partner,0.12306970553751347,37,3,2,0,4,5,12,Gen X,50,1,0,447.4473684210527,0
Undergraduate,Alone,0.46710919354888114,30,1,3,8,12,1,3,Millennials,30,0,0,74.128125,2
Undergraduate,Alone,0.24224893709266637,34,1,1,0,2,7,9,Gen X,55,1,1,1203.4642857142858,0
Postgraduate,Partner,0.42540859355180644,0,1,10,10,7,6,1,Baby Boomers,71,0,1,52.31604938271605,2
PhD,Partner,0.531024883999225,89,1,6,10,5,2,12,Gen X,53,0,0,55.74014696058784,2
PhD,Partner,0.3555205355991739,92,2,3,2,10,3,10,Baby Boomers,67,1,0,114.73942093541204,1
Undergraduate,Alone,0.39564027618736974,87,1,6,4,13,4,12,Gen X,50,1,0,54.82142857142857,1
Undergraduate,Partner,0.5183856915512821,20,1,8,5,11,8,2,Gen X,56,0,3,46.073989755264655,2
Undergraduate,Partner,0.4901889188048852,56,1,8,6,6,3,5,Gen X,46,0,0,52.43541666666667,2
Postgraduate,Partner,0.42703793321797456,28,1,7,3,13,4,2,Gen X,47,0,0,63.47415506958251,2
PhD,Partner,0.417848758354765,55,5,7,6,5,6,8,Gen X,53,1,0,50.750407830342574,2
Undergraduate,Partner,0.3966904085601521,25,5,3,4,8,8,9,Baby Boomers,61,1,0,49.96754910333048,1
Postgraduate,Partner,0.288058222002988,0,2,2,1,3,4,3,Gen X,46,1,0,441.9782608695652,1
PhD,Partner,0.2762044398100898,86,1,3,2,2,5,4,Baby Boomers,66,1,0,392.2121212121212,1
Postgraduate,Partner,0.2544630949117159,8,2,3,0,3,7,10,Millennials,44,1,0,538.2272727272727,0
Undergraduate,Alone,0.509121212482224,33,2,8,1,8,6,4,Gen X,58,2,0,140.32978723404256,2
Postgraduate,Partner,0.5046740289288683,13,1,6,4,10,3,10,Millennials,37,0,0,54.859845830413455,2
PhD,Alone,0.2282129768873383,12,1,2,1,2,7,5,Gen X,47,1,1,367.7441860465116,0
Undergraduate,Alone,0.4881910999681383,92,1,2,11,5,1,5,Baby Boomers,73,0,0,90.18847539015606,2
Undergraduate,Partner,0.33860020161469284,90,3,3,2,4,6,4,Baby Boomers,70,1,0,201.3471074380165,1
Undergraduate,Partner,0.48744352100978244,8,1,3,6,7,2,9,Gen X,48,0,0,40.12038523274478,2
Undergraduate,Partner,0.4468410541504827,6,1,11,5,12,6,9,Millennials,38,0,0,49.435483870967744,2
Postgraduate,Partner,0.3273215861834083,91,1,2,1,4,4,9,Gen X,60,1,0,256.23497267759564,1
Postgraduate,Partner,0.4169336565705706,52,4,6,1,7,6,5,Baby Boomers,69,1,0,137.90666666666667,2
Undergraduate,Partner,0.47193484961711074,3,2,5,2,12,2,7,Gen X,46,1,0,95.06992084432716,2
PhD,Partner,0.508053833440736,57,1,8,5,6,3,12,Baby Boomers,74,0,0,52.38155275381553,2
Undergraduate,Alone,0.30120172635588016,9,8,7,3,7,8,4,Gen X,60,2,0,65.3211009174312,1
Undergraduate,Partner,0.24174405657032944,22,3,2,0,4,7,4,Gen X,53,2,0,415.0864197530864,0
PhD,Partner,0.042843436465886425,76,0,0,0,1,20,12,Baby Boomers,68,1,0,49.89051094890511,0
Undergraduate,Partner,0.29312404023956207,86,1,1,0,2,7,3,Baby Boomers,72,2,0,2590.75,1
PhD,Alone,0.2886880360037491,64,2,2,1,3,6,8,Gen X,60,1,0,438.2795698924731,1
PhD,Partner,0.4835650519142599,90,1,2,11,4,1,1,Baby Boomers,67,0,0,64.11917098445596,2
