Education,Marital_Status,Income,Recency,wines,fruits,meat,fist,sweets,golds,DealsPurchases,onlinePurchases,CatalogPurchases,StorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,month_enroll,year_enroll,Age,Childrens,Compaigns_Engagement,Income_to_Spending_Ratio,Generation
PhD,Partner,78952.0,11.0,1170.0,19.0,556.625,99.0,76.0,126.5,2.0,2.0,5.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,67.0,1.0,0.0,37.73996175908222,Baby Boomers
Undergraduate,Alone,46310.0,99.0,185.0,2.0,88.0,15.0,5.0,14.0,2.0,6.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,49.0,1.0,0.0,149.8705501618123,Gen X
Undergraduate,Partner,76005.0,72.0,983.0,20.0,389.0,120.5,50.0,40.0,1.0,3.0,5.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,70.0,0.0,0.0,44.137630662020904,Baby Boomers
Postgraduate,Alone,58308.0,77.0,691.0,0.0,69.0,10.0,0.0,126.5,4.0,2.0,6.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,61.0,1.0,0.0,64.78666666666666,Baby Boomers
PhD,Alone,55614.0,85.0,504.0,13.0,131.0,8.0,0.0,26.0,1.0,9.0,4.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,81.0,0.0,0.0,81.54545454545455,Silent Generation
Postgraduate,Alone,59432.0,88.0,317.0,25.0,265.0,25.0,19.0,12.0,3.0,5.0,3.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,63.0,1.0,0.0,89.64102564102564,Baby Boomers
Undergraduate,Alone,55563.0,22.0,29.0,1.0,9.0,2.0,0.0,2.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,47.0,1.0,0.0,969.270749587855,Gen X
PhD,Partner,78642.0,83.0,1226.5,0.0,322.0,46.0,35.0,17.0,1.0,4.0,9.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,54.0,1.0,0.0,43.30506607929515,Gen X
PhD,Partner,67911.0,63.0,529.0,0.0,356.0,63.0,28.0,0.0,3.0,6.0,7.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,76.0,1.0,0.0,69.58094262295081,Baby Boomers
Undergraduate,Partner,65275.0,9.0,388.0,14.0,218.0,91.0,14.0,21.0,1.0,4.0,3.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,81.0,0.0,0.0,87.5,Silent Generation
Undergraduate,Partner,27203.0,92.0,13.0,2.0,21.0,4.0,0.0,24.0,2.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,75.0,2.0,0.0,425.046875,Baby Boomers
Postgraduate,Partner,48330.0,2.0,28.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,64.0,1.0,0.0,969.270749587855,Baby Boomers
Undergraduate,Partner,24279.0,6.0,16.0,36.0,21.0,20.0,62.0,108.0,1.0,4.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,35.0,0.0,0.0,92.31558935361217,Millennials
PhD,Partner,64355.0,66.0,1047.0,0.0,140.0,67.0,38.0,126.5,2.0,4.0,3.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,40.0,1.0,0.0,44.536332179930795,Millennials
Postgraduate,Partner,50943.0,49.0,31.0,0.0,7.0,2.0,0.0,6.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,69.0,1.0,0.0,969.270749587855,Baby Boomers
Undergraduate,Alone,53653.0,29.0,815.0,10.0,239.0,28.0,10.0,108.0,2.0,10.0,4.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,72.0,0.0,0.0,44.341322314049584,Baby Boomers
Undergraduate,Partner,65665.0,77.0,225.0,79.5,387.0,106.0,36.0,29.0,1.0,5.0,10.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,49.0,1.0,0.0,69.48677248677248,Gen X
Undergraduate,Alone,81217.0,77.0,493.0,70.0,324.0,120.5,40.0,84.0,1.0,3.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,36.0,0.0,0.0,70.1961970613656,Millennials
Undergraduate,Partner,34935.0,71.0,34.0,4.0,66.0,3.0,10.0,20.0,1.0,2.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,33.0,0.0,0.0,255.0,Millennials
Undergraduate,Alone,61250.0,49.0,382.0,79.5,65.0,60.0,26.0,59.0,6.0,5.0,2.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,66.0,1.0,0.0,83.9041095890411,Baby Boomers
PhD,Partner,39665.0,97.0,127.0,1.0,56.0,0.0,1.0,31.0,3.0,4.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,44.0,1.0,0.0,183.63425925925927,Millennials
Undergraduate,Alone,60152.0,6.0,325.0,79.5,300.0,86.0,58.0,91.0,1.0,6.0,4.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,46.0,1.0,0.0,63.787910922587486,Gen X
Undergraduate,Partner,48920.0,93.0,238.0,17.0,68.0,8.0,10.0,6.0,3.0,6.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,61.0,2.0,0.0,140.97982708933716,Baby Boomers
Postgraduate,Partner,89120.0,78.0,1168.0,79.5,408.0,72.0,81.0,55.0,1.0,5.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,66.0,0.0,0.0,46.32016632016632,Baby Boomers
PhD,Partner,44124.0,62.0,284.0,0.0,55.0,0.0,6.0,52.0,4.0,6.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,79.0,1.0,0.0,111.14357682619648,Baby Boomers
Postgraduate,Alone,81169.0,47.0,1226.5,20.0,556.625,80.0,61.0,27.0,1.0,5.0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,50.0,0.0,0.0,38.85543322163715,Gen X
Undergraduate,Partner,36443.0,9.0,65.0,0.0,46.0,4.0,3.0,20.0,4.0,3.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,64.0,2.0,0.0,264.07971014492756,Baby Boomers
Undergraduate,Alone,26095.0,77.0,11.0,7.0,9.0,3.0,1.0,11.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,35.0,1.0,0.0,621.3095238095239,Millennials
Undergraduate,Partner,71367.0,24.0,227.0,23.0,389.0,42.0,21.0,75.0,1.0,4.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,66.0,0.0,0.0,91.84942084942085,Baby Boomers
Postgraduate,Partner,80184.0,19.0,1035.0,79.5,556.625,25.0,38.0,0.0,1.0,6.0,3.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,81.0,0.0,0.0,42.1577287066246,Silent Generation
Undergraduate,Alone,30630.0,67.0,27.0,1.0,12.0,2.0,0.0,10.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,60.0,2.0,0.0,589.0384615384615,Gen X
Postgraduate,Alone,73454.0,95.0,982.0,73.0,351.0,56.0,14.0,126.5,1.0,2.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,38.0,0.0,0.0,44.49061175045427,Millennials
Undergraduate,Partner,42691.0,48.0,179.0,2.0,64.0,38.0,17.0,58.0,1.0,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,34.0,0.0,0.0,119.24860335195531,Millennials
Undergraduate,Partner,70503.0,73.0,1226.5,33.0,216.0,0.0,33.0,66.0,1.0,2.0,4.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,72.0,0.0,0.0,40.82397220613781,Baby Boomers
Undergraduate,Partner,25545.0,35.0,32.0,1.0,64.0,16.0,12.0,85.0,3.0,2.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,38.0,1.0,0.0,121.64285714285714,Millennials
Undergraduate,Partner,32880.0,76.0,8.0,4.0,15.0,7.0,6.0,2.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,39.0,1.0,0.0,782.8571428571429,Millennials
PhD,Partner,77863.0,20.0,881.0,38.0,319.0,16.0,25.0,12.0,1.0,4.0,5.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,67.0,0.0,0.0,60.312161115414405,Baby Boomers
Postgraduate,Partner,50353.0,72.0,141.0,15.0,153.0,67.0,31.0,35.0,1.0,4.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,48.0,0.0,0.0,113.92081447963801,Gen X
Undergraduate,Alone,61839.0,20.0,1000.0,79.5,379.0,120.5,17.0,120.0,1.0,4.0,8.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,61.0,0.0,0.0,32.63271767810026,Baby Boomers
PhD,Partner,49154.0,69.0,206.0,10.0,67.0,30.0,27.0,71.0,6.0,4.0,1.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,65.0,2.0,0.0,119.59610705596107,Baby Boomers
Postgraduate,Alone,47682.0,80.0,162.0,61.0,83.0,97.0,57.0,61.0,4.0,4.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,50.0,1.0,0.0,91.52015355086372,Gen X
Undergraduate,Alone,72679.0,65.0,619.0,54.0,260.0,120.5,54.0,54.0,1.0,4.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,56.0,1.0,0.0,62.22517123287671,Gen X
Postgraduate,Partner,57954.0,52.0,456.0,4.0,24.0,0.0,0.0,9.0,6.0,8.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,48.0,2.0,0.0,117.55375253549695,Gen X
Undergraduate,Partner,65316.0,65.0,112.0,6.0,92.0,3.0,9.0,38.0,2.0,3.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,63.0,2.0,0.0,251.2153846153846,Baby Boomers
Undergraduate,Alone,28567.0,57.0,11.0,3.0,22.0,2.0,2.0,6.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,43.0,1.0,0.0,621.0217391304348,Millennials
Postgraduate,Partner,47352.0,70.0,172.0,12.0,112.0,8.0,0.0,15.0,4.0,6.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,74.0,1.0,0.0,148.43887147335423,Baby Boomers
Undergraduate,Partner,44931.0,0.0,78.0,0.0,11.0,0.0,0.0,7.0,1.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,58.0,1.0,0.0,468.03125,Gen X
Undergraduate,Alone,76982.0,19.0,464.0,79.5,292.0,65.0,60.0,30.0,1.0,8.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,58.0,0.0,0.0,72.48775894538606,Gen X
Postgraduate,Partner,57247.0,50.0,99.0,4.0,32.0,37.0,54.0,6.0,2.0,2.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,73.0,1.0,0.0,246.7543103448276,Baby Boomers
Postgraduate,Alone,22944.0,67.0,19.0,3.0,19.0,4.0,5.0,26.0,3.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,44.0,1.0,0.0,301.89473684210526,Millennials
Postgraduate,Partner,25315.0,46.0,1.0,9.0,8.0,11.0,3.0,22.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,48.0,1.0,0.0,468.7962962962963,Gen X
Undergraduate,Alone,43638.0,37.0,63.0,10.0,83.0,7.0,19.0,19.0,2.0,4.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,56.0,1.0,0.0,217.1044776119403,Gen X
PhD,Alone,42710.0,38.0,252.0,3.0,42.0,4.0,3.0,102.0,2.0,4.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,41.0,1.0,0.0,105.19704433497537,Millennials
PhD,Partner,84169.0,9.0,1226.5,19.0,403.0,0.0,19.0,0.0,1.0,7.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,43.0,0.0,0.0,43.86086503387181,Millennials
Undergraduate,Partner,54058.0,56.0,198.0,18.0,252.0,32.0,81.0,54.0,2.0,4.0,6.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,49.0,1.0,0.0,81.65861027190333,Gen X
Postgraduate,Partner,24683.0,98.0,8.0,4.0,10.0,6.0,7.0,6.0,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,35.0,1.0,0.0,602.0243902439024,Millennials
Undergraduate,Alone,85620.0,68.0,416.0,46.0,556.625,60.0,81.0,46.0,1.0,3.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,61.0,0.0,0.0,53.5125,Baby Boomers
Undergraduate,Partner,47850.0,72.0,42.0,7.0,43.0,20.0,12.0,10.0,1.0,3.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,45.0,1.0,0.0,357.089552238806,Gen X
Undergraduate,Partner,19514.0,47.0,14.0,3.0,21.0,2.0,1.0,28.0,4.0,3.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,57.0,2.0,0.0,282.81159420289856,Gen X
Postgraduate,Partner,27159.0,33.0,17.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,52.0,2.0,0.0,969.270749587855,Gen X
Postgraduate,Alone,39548.0,87.0,15.0,4.0,10.0,3.0,4.0,18.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,62.0,2.0,0.0,732.3703703703703,Baby Boomers
Undergraduate,Alone,21474.0,0.0,6.0,16.0,24.0,11.0,0.0,34.0,2.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,36.0,1.0,0.0,235.97802197802199,Millennials
PhD,Alone,60504.0,73.0,458.0,0.0,24.0,6.0,4.0,34.0,2.0,6.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,2.0,2013.0,54.0,1.0,0.0,115.02661596958175,Gen X
Undergraduate,Partner,22419.0,74.0,30.0,3.0,47.0,19.0,21.0,42.0,1.0,3.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,62.0,0.0,0.0,138.38888888888889,Baby Boomers
Postgraduate,Partner,81698.0,4.0,179.0,28.0,520.0,111.0,81.0,47.0,1.0,3.0,8.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,76.0,0.0,0.0,81.04960317460318,Baby Boomers
Undergraduate,Partner,43462.0,50.0,90.0,17.0,97.0,15.0,6.0,15.0,6.0,4.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,73.0,2.0,0.0,181.09166666666667,Baby Boomers
PhD,Alone,54880.0,57.0,308.0,79.5,137.0,102.0,45.0,118.0,2.0,6.0,2.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,47.0,1.0,0.0,69.03144654088051,Gen X
Undergraduate,Partner,79908.0,30.0,557.0,79.5,556.625,29.0,81.0,111.0,1.0,5.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,43.0,0.0,0.0,45.09480812641083,Millennials
Postgraduate,Partner,15315.0,27.0,7.0,4.0,13.0,15.0,8.0,17.0,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,55.0,0.0,0.0,239.296875,Gen X
Undergraduate,Partner,87771.0,61.0,1226.5,38.0,287.0,50.0,57.0,33.0,1.0,5.0,10.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,66.0,1.0,0.0,44.849770056208484,Baby Boomers
Undergraduate,Partner,33039.0,4.0,30.0,8.0,12.0,8.0,8.0,12.0,1.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,47.0,1.0,0.0,423.5769230769231,Gen X
Undergraduate,Alone,81741.0,75.0,249.0,79.5,556.625,58.0,81.0,38.0,0.0,6.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,45.0,0.0,0.0,51.99809160305343,Gen X
Postgraduate,Partner,71499.0,12.0,465.0,25.0,132.0,120.5,0.0,37.0,2.0,8.0,3.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,54.0,1.0,0.0,89.93584905660377,Gen X
Postgraduate,Partner,62466.0,13.0,129.0,79.5,259.0,120.5,81.0,83.0,5.0,6.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,55.0,1.0,0.0,70.26546681664792,Gen X
PhD,Alone,48799.0,9.0,174.0,18.0,81.0,28.0,6.0,24.0,3.0,3.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,62.0,1.0,0.0,147.42900302114805,Baby Boomers
PhD,Partner,52157.0,48.0,189.0,2.0,29.0,3.0,2.0,40.0,2.0,3.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,6.0,2013.0,75.0,1.0,0.0,196.8188679245283,Baby Boomers
Undergraduate,Alone,66565.0,80.0,747.0,10.0,161.0,65.0,40.0,42.0,4.0,4.0,2.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,63.0,1.0,0.0,62.502347417840376,Baby Boomers
Postgraduate,Partner,29298.0,60.0,6.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,74.0,2.0,0.0,969.270749587855,Baby Boomers
Undergraduate,Alone,47691.0,43.0,14.0,0.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,46.0,1.0,0.0,969.270749587855,Gen X
Undergraduate,Partner,38200.0,19.0,12.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,55.0,2.0,0.0,969.270749587855,Gen X
Undergraduate,Partner,44989.0,26.0,98.0,0.0,106.0,49.0,10.0,106.0,5.0,5.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,51.0,1.0,0.0,121.92140921409214,Gen X
PhD,Partner,38443.0,58.0,32.0,0.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,57.0,2.0,0.0,969.270749587855,Gen X
Postgraduate,Alone,38593.0,42.0,51.0,12.0,49.0,17.0,24.0,24.0,3.0,4.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,47.0,1.0,0.0,218.03954802259886,Gen X
PhD,Partner,64413.0,27.0,200.0,5.0,44.0,0.0,10.0,20.0,1.0,5.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,55.0,1.0,0.0,230.8709677419355,Gen X
Postgraduate,Partner,36959.0,56.0,25.0,6.0,25.0,6.0,0.0,0.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,44.0,1.0,0.0,596.1129032258065,Millennials
PhD,Partner,61996.0,27.0,1050.0,12.0,144.0,0.0,0.0,24.0,3.0,6.0,4.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,1.0,2013.0,48.0,1.0,0.0,50.40325203252033,Gen X
Undergraduate,Partner,51287.0,10.0,117.0,0.0,22.0,13.0,0.0,30.0,3.0,4.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,57.0,2.0,0.0,281.7967032967033,Gen X
Undergraduate,Partner,13260.0,48.0,9.0,4.0,17.0,10.0,2.0,7.0,4.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,55.0,2.0,0.0,270.61224489795916,Gen X
PhD,Partner,47472.0,39.0,56.0,0.0,11.0,0.0,0.0,8.0,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,59.0,2.0,0.0,632.96,Gen X
Postgraduate,Partner,54603.0,85.0,145.0,13.0,46.0,17.0,2.0,4.0,6.0,4.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,2013.0,69.0,2.0,0.0,240.5418502202643,Baby Boomers
PhD,Partner,45207.0,64.0,203.0,0.0,10.0,0.0,0.0,2.0,5.0,3.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,2013.0,51.0,2.0,0.0,210.26511627906976,Gen X
Undergraduate,Partner,40689.0,69.0,270.0,3.0,27.0,39.0,6.0,99.0,6.0,7.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,3.0,2013.0,74.0,1.0,0.0,91.64189189189189,Baby Boomers
Postgraduate,Partner,47821.0,54.0,9.0,0.0,16.0,6.0,6.0,10.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,58.0,2.0,0.0,969.270749587855,Gen X
Postgraduate,Partner,27450.0,57.0,37.0,12.0,23.0,8.0,11.0,52.0,1.0,2.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,74.0,0.0,0.0,191.95804195804195,Baby Boomers
Undergraduate,Partner,39453.0,64.0,46.0,0.0,7.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,42.0,1.0,0.0,717.3272727272728,Millennials
Postgraduate,Partner,26850.0,10.0,31.0,1.0,13.0,7.0,2.0,9.0,4.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,4.0,2013.0,54.0,2.0,0.0,426.1904761904762,Gen X
Undergraduate,Alone,79800.0,65.0,1060.0,21.0,530.0,32.0,0.0,126.5,1.0,5.0,10.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,70.0,0.0,0.0,42.742367434386715,Baby Boomers
Postgraduate,Partner,61794.0,74.0,264.0,47.0,188.0,54.0,47.0,11.0,2.0,4.0,4.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,9.0,2013.0,64.0,1.0,0.0,101.13584288052373,Baby Boomers
Undergraduate,Partner,53863.0,4.0,399.0,4.0,30.0,6.0,4.0,30.0,3.0,7.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,2013.0,70.0,1.0,0.0,113.8752642706131,Baby Boomers
Undergraduate,Partner,24221.0,94.0,8.0,9.0,9.0,2.0,5.0,22.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,8.0,2013.0,66.0,0.0,0.0,440.3818181818182,Baby Boomers
PhD,Alone,39684.0,41.0,19.0,0.0,35.0,6.0,4.0,17.0,2.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,10.0,2013.0,41.0,1.0,0.0,489.9259259259259,Millennials
Postgraduate,Partner,92163.0,25.0,817.0,79.5,556.625,106.0,81.0,20.0,0.0,5.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,12.0,2013.0,50.0,0.0,0.0,44.1816874400767,Gen X
