ID,Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,wines,fruits,meat,fist,sweets,golds,DealsPurchases,onlinePurchases,CatalogPurchases,StorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,month_enroll,year_enroll,Age,Childrens,customer_spending,Compaigns_Engagement,Income_to_Spending_Ratio,Generation
7232,1973,Undergraduate,Alone,42429.0,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,2,2014,52,1,67,0,633.2686567164179,Gen X
8477,1956,Undergraduate,Alone,26150.0,2013-03-11,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,3,2013,69,3,28,0,933.9285714285714,Baby Boomers
2457,1975,Undergraduate,Partner,30801.0,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,10,2012,50,1,45,0,684.4666666666667,Gen X
988,1965,Undergraduate,Partner,81168.0,2014-05-07,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0,5,2014,60,0,1193,1,68.03688181056161,Gen X
7930,1969,Postgraduate,Alone,26877.0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,8,2013,56,0,268,0,100.28731343283582,Gen X
4587,1944,Postgraduate,Alone,45006.0,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0,7,2013,81,0,266,0,169.1954887218045,Silent Generation
6682,1973,Undergraduate,Partner,18978.0,2012-12-11,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,12,2012,52,1,37,0,512.918918918919,Gen X
6222,1967,Undergraduate,Partner,22574.0,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,10,2013,58,3,37,0,610.1081081081081,Gen X
10299,1969,PhD,Alone,48240.0,2012-11-09,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,11,2012,56,0,882,0,54.69387755102041,Gen X
3083,1974,Undergraduate,Partner,45837.0,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,7,2013,51,2,373,0,122.88739946380696,Gen X
8953,1965,Postgraduate,Alone,35791.0,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,5,2013,60,3,35,0,1022.6,Gen X
1503,1976,PhD,Partner,162397.0,2013-06-03,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,3,11,0,6,2013,49,2,107,0,1517.728971962617,Gen X
8650,1978,Undergraduate,Alone,54162.0,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,3,2013,47,2,42,0,1289.571428571429,Gen X
10862,1960,Postgraduate,Partner,30522.0,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,8,2012,65,1,326,0,93.62576687116564,Baby Boomers
2782,1961,PhD,Partner,54456.0,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,7,2013,64,1,404,0,134.79207920792078,Baby Boomers
6941,1971,Undergraduate,Alone,31632.0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,7,2013,54,0,95,0,332.9684210526316,Gen X
10972,1949,Undergraduate,Alone,72298.0,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,3,2014,76,0,939,2,76.99467518636848,Baby Boomers
10708,1978,Postgraduate,Alone,36975.0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,12,2013,47,1,33,0,1120.4545454545455,Gen X
6583,1955,Postgraduate,Partner,72635.0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,6,2013,70,0,981,1,74.04179408766565,Baby Boomers
3641,1976,Undergraduate,Partner,13624.0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1,2013,49,1,36,0,378.44444444444446,Gen X
10156,1975,Undergraduate,Alone,84196.0,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0,6,2013,50,1,1237,0,68.06467259498787,Gen X
4299,1960,Undergraduate,Partner,70971.0,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,9,2012,65,1,1825,0,38.88821917808219,Baby Boomers
3469,1977,PhD,Alone,34487.0,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,9,2012,48,2,103,0,334.8252427184466,Gen X
5063,1977,Undergraduate,Alone,28769.0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,12,2012,48,1,191,0,150.62303664921467,Gen X
10727,1970,PhD,Partner,69084.0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,11,2013,55,1,1586,0,43.558638083228246,Gen X
9624,1958,PhD,Partner,65488.0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,6,2014,67,0,963,0,68.00415368639668,Baby Boomers
5156,1970,Postgraduate,Partner,62466.0,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,1,2014,55,1,889,0,70.26546681664792,Gen X
4376,1960,Postgraduate,Alone,32218.0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,2,2014,65,0,93,1,346.4301075268817,Baby Boomers
8923,1973,Undergraduate,Alone,83917.0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,4,2013,52,0,1587,0,52.87775677378702,Gen X
8461,1962,Undergraduate,Alone,46102.0,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,3,2014,63,3,16,0,2881.375,Baby Boomers
6945,1952,Undergraduate,Alone,84574.0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,6,2013,73,0,1375,0,61.50836363636363,Baby Boomers
944,1962,Undergraduate,Partner,56181.0,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,1,2013,63,1,393,0,142.95419847328245,Baby Boomers
1907,1950,Postgraduate,Alone,63120.0,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,9,2012,75,1,1477,0,42.73527420446852,Baby Boomers
701,1971,Undergraduate,Partner,73691.0,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,11,2013,54,1,1179,1,62.50296861747243,Gen X
3856,1960,Undergraduate,Partner,63381.0,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,10,2012,65,1,1005,0,63.06567164179104,Baby Boomers
4149,1948,PhD,Partner,76140.0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,5,2014,77,0,1348,0,56.48367952522255,Baby Boomers
2131,1959,PhD,Alone,62859.0,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,12,2012,66,1,1307,0,48.09410864575364,Baby Boomers
2942,1964,Undergraduate,Alone,45906.0,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,5,2013,61,1,486,1,94.45679012345678,Baby Boomers
1173,1947,Postgraduate,Partner,77632.0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,3,2013,78,0,2252,2,34.47246891651865,Baby Boomers
4381,1971,PhD,Partner,46463.0,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,8,2013,54,2,235,0,197.7148936170213,Gen X
4611,1970,Undergraduate,Partner,105471.0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1,1,2013,55,0,1724,2,61.17807424593968,Gen X
3376,1970,Postgraduate,Alone,55282.0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,12,2013,55,1,235,0,235.24255319148932,Gen X
4679,1977,Postgraduate,Partner,78710.0,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,5,2014,48,1,1092,0,72.07875457875458,Gen X
10928,1958,Undergraduate,Partner,66886.0,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,9,2013,67,1,599,0,111.6627712854758,Baby Boomers
4248,1960,Postgraduate,Alone,98777.0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,2,2014,65,0,2008,1,49.19173306772908,Baby Boomers
6728,1985,Undergraduate,Partner,29103.0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,8,2012,40,1,48,0,606.3125,Millennials
6661,1974,Undergraduate,Partner,67445.0,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,8,2012,51,1,1174,0,57.44889267461669,Gen X
4725,1950,PhD,Partner,50616.0,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,4,2014,75,1,67,0,755.4626865671642,Baby Boomers
3277,1955,Undergraduate,Alone,49431.0,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,8,2012,70,1,365,0,135.42739726027398,Baby Boomers
5555,1975,Undergraduate,Alone,153924.0,2014-02-07,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0,2,2014,50,0,6,0,25654.0,Gen X
2564,1953,Undergraduate,Partner,61278.0,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,1,2014,72,1,165,0,371.3818181818182,Baby Boomers
946,1958,Postgraduate,Partner,26490.0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,9,2012,67,0,210,0,126.14285714285714,Baby Boomers
3867,1947,PhD,Partner,73059.0,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,8,2013,78,1,1095,0,66.72054794520548,Baby Boomers
6940,1966,PhD,Alone,46734.0,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,10,2013,59,3,223,1,209.5695067264574,Gen X
55,1963,Undergraduate,Partner,56253.0,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,12,2012,62,1,597,0,94.22613065326634,Baby Boomers
7093,1985,Undergraduate,Partner,19986.0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,11,2013,40,1,22,0,908.4545454545456,Millennials
5084,1975,Undergraduate,Alone,58330.0,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,12,2013,50,1,1064,0,54.82142857142857,Gen X
1777,1980,Undergraduate,Partner,25965.0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,9,2012,45,0,74,0,350.8783783783784,Gen X
8162,1956,Postgraduate,Partner,14661.0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,1,2013,69,0,26,0,563.8846153846154,Baby Boomers
10826,1959,Undergraduate,Partner,18690.0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,12,2012,66,0,60,0,311.5,Baby Boomers
8754,1974,PhD,Partner,45068.0,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,5,2013,51,1,20,0,2253.4,Gen X
1987,1987,Undergraduate,Alone,21063.0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,9,2013,38,1,59,0,357.0,Millennials
11007,1968,PhD,Partner,29187.0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,5,2013,57,1,34,0,858.4411764705883,Gen X
7426,1971,Postgraduate,Partner,54690.0,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,11,2013,54,2,198,0,276.2121212121212,Gen X
9153,1964,PhD,Partner,59304.0,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,7,2013,61,1,1048,0,56.58778625954199,Baby Boomers
10379,1962,Postgraduate,Alone,59247.0,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0,11,2013,63,2,574,0,103.2177700348432,Baby Boomers
9204,1970,Undergraduate,Alone,66731.0,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,9,2012,55,1,1029,0,64.85034013605443,Gen X
3197,1980,Undergraduate,Partner,77353.0,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0,12,2013,45,1,670,0,115.45223880597015,Gen X
2920,1975,PhD,Alone,52614.0,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,12,2012,50,1,990,0,53.14545454545455,Gen X
6961,1974,Undergraduate,Partner,26751.0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,5,2014,51,2,11,0,2431.909090909091,Gen X
4673,1963,PhD,Partner,81300.0,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,10,2012,62,1,1241,1,65.51168412570507,Baby Boomers
9937,1979,Undergraduate,Alone,70337.0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,1,2014,46,0,576,0,122.11284722222224,Gen X
8779,1985,Postgraduate,Partner,36145.0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,6,2013,40,1,172,1,210.1453488372093,Millennials
9596,1980,PhD,Alone,65295.0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,12,2013,45,0,664,0,98.33584337349396,Gen X
2891,1963,Undergraduate,Alone,68118.0,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,10,2013,62,1,928,0,73.40301724137932,Baby Boomers
4910,1967,Undergraduate,Alone,68743.0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,8,2012,58,0,2074,0,33.14513018322083,Gen X
75,1982,Postgraduate,Partner,41039.0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,7,2013,43,0,467,0,87.87794432548179,Millennials
10120,1955,Undergraduate,Partner,38946.0,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0,10,2013,70,1,257,0,151.5408560311284,Baby Boomers
6327,1967,Undergraduate,Partner,65777.0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,12,2013,58,0,1146,0,57.39703315881327,Gen X
10142,1976,PhD,Alone,66476.0,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,3,2013,49,1,689,0,96.48185776487664,Gen X
9826,1972,PhD,Alone,86857.0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,9,2012,53,0,2114,0,41.08656575212866,Gen X
1501,1982,PhD,Partner,160803.0,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,3,11,0,8,2012,43,0,1717,0,93.65346534653466,Millennials
10767,1989,PhD,Partner,77845.0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,5,2014,36,0,1346,2,57.83432392273403,Millennials
7279,1969,PhD,Partner,69476.0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,9,2013,56,0,1044,0,66.5478927203065,Gen X
7230,1960,PhD,Alone,50611.0,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,10,2012,65,1,493,1,102.65922920892496,Baby Boomers
143,1970,Undergraduate,Alone,61209.0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,8,2013,55,0,957,0,63.95924764890282,Gen X
450,1958,Postgraduate,Partner,42315.0,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,7,2013,67,1,270,0,156.72222222222223,Baby Boomers
9316,1952,Undergraduate,Partner,13084.0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,11,2013,73,0,29,0,451.1724137931034,Baby Boomers
6379,1949,Postgraduate,Alone,47570.0,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,5,2013,76,2,121,0,393.1404958677686,Baby Boomers
9239,1961,Postgraduate,Partner,61923.0,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,7,2013,64,2,126,0,491.45238095238096,Baby Boomers
8315,1995,Undergraduate,Alone,34824.0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,3,2014,30,0,23,0,1514.0869565217392,Millennials
2868,1949,PhD,Alone,26518.0,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,4,2013,76,2,57,0,465.2280701754386,Baby Boomers
10888,1961,Undergraduate,Alone,45938.0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0,11,2013,64,0,636,0,72.22955974842768,Baby Boomers
1277,1960,Undergraduate,Partner,78468.0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0,4,2014,65,0,1004,1,78.15537848605578,Baby Boomers
9977,1973,Undergraduate,Alone,78901.0,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0,9,2013,52,1,734,0,107.49455040871936,Gen X
10196,1978,Undergraduate,Partner,71427.0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,3,2014,47,2,614,0,116.33061889250814,Gen X
6384,1978,Undergraduate,Alone,71022.0,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0,2,2014,47,1,1453,1,48.87955953200275,Gen X
8029,1988,Postgraduate,Alone,90247.0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,4,2014,37,0,1621,3,55.673658235657,Millennials
968,1968,Postgraduate,Alone,41335.0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,12,2013,57,1,187,0,221.0427807486631,Gen X
6988,1986,Undergraduate,Partner,71952.0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,1,2013,39,1,1443,2,49.86278586278586,Millennials
4472,1970,PhD,Alone,35682.0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,6,2014,55,1,57,0,626.0,Gen X
6991,1951,Undergraduate,Alone,43185.0,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,4,2013,74,1,637,0,67.79434850863423,Baby Boomers
3336,1948,PhD,Partner,66375.0,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0,11,2013,77,1,948,1,70.01582278481013,Baby Boomers
4301,1971,Postgraduate,Partner,35178.0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,1,2013,54,1,59,1,596.2372881355932,Gen X
1940,1986,Undergraduate,Partner,25252.0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0,7,2013,39,1,18,0,1402.888888888889,Millennials
1272,1965,Postgraduate,Alone,55250.0,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,10,2012,60,1,903,0,61.18493909191584,Gen X
1388,1975,Undergraduate,Alone,33249.0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,2,2013,50,1,112,0,296.86607142857144,Gen X
1044,1953,Undergraduate,Partner,58398.0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,5,2013,72,0,596,0,97.98322147651008,Baby Boomers
6969,1982,Undergraduate,Partner,50272.0,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,8,2013,43,1,233,0,215.7596566523605,Millennials
10479,1975,PhD,Partner,76618.0,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,12,2012,50,0,1511,0,50.70681667769689,Gen X
3619,1960,Postgraduate,Alone,87305.0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1,9,2012,65,0,1152,1,75.78559027777777,Baby Boomers
1715,1978,Undergraduate,Partner,25851.0,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2,2013,47,1,48,0,538.5625,Gen X
10159,1970,Undergraduate,Alone,58710.0,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,3,2013,55,1,1185,0,49.54430379746835,Gen X
1463,1958,Undergraduate,Alone,45160.0,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,3,2014,67,2,21,0,2150.4761904761904,Baby Boomers
5114,1965,Postgraduate,Partner,74806.0,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,12,2012,60,1,965,0,77.51917098445595,Gen X
4990,1954,Undergraduate,Partner,59111.0,2013-05-02,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0,5,2013,71,0,869,0,68.02186421173764,Baby Boomers
4329,1984,PhD,Partner,18988.0,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,5,2014,41,1,16,0,1186.75,Millennials
10936,1965,Undergraduate,Partner,72190.0,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,3,11,0,2,2013,60,0,1947,0,37.07755521314844,Gen X
4692,1976,Undergraduate,Partner,7500.0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1,8,2012,49,1,71,1,105.6338028169014,Gen X
7212,1966,Undergraduate,Partner,44794.0,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,6,2014,59,1,65,0,689.1384615384616,Gen X
6086,1955,Undergraduate,Partner,80395.0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,11,2013,70,0,1380,1,58.2572463768116,Baby Boomers
437,1976,Postgraduate,Alone,75012.0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0,1,2014,49,0,1027,0,73.03992210321324,Gen X
11171,1965,Postgraduate,Partner,56962.0,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,10,2013,60,3,411,0,138.59367396593674,Gen X
11101,1991,Undergraduate,Partner,89891.0,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,3,11,0,4,2013,34,0,836,1,107.52511961722487,Millennials
5329,1949,PhD,Alone,35946.0,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,9,2013,76,2,11,0,3267.818181818182,Baby Boomers
610,1953,PhD,Partner,53593.0,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0,8,2012,72,2,480,0,111.65208333333334,Baby Boomers
9384,1978,Undergraduate,Partner,66373.0,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,6,2013,47,2,606,0,109.52640264026402,Gen X
5956,1948,PhD,Alone,45072.0,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,11,0,10,2013,77,3,284,0,158.70422535211267,Baby Boomers
10430,1973,Undergraduate,Alone,89694.0,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,3,11,0,10,2013,52,2,1472,3,60.93342391304348,Gen X
7875,1949,Undergraduate,Partner,72025.0,2014-04-29,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,3,11,1,4,2014,76,0,1677,3,42.94871794871795,Baby Boomers
7072,1973,Undergraduate,Partner,67432.0,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,3,11,0,3,2013,52,1,1335,0,50.51086142322097,Gen X
6255,1952,Postgraduate,Partner,70545.0,2014-06-03,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,3,11,0,6,2014,73,1,334,0,211.2125748502994,Baby Boomers
6516,1989,Undergraduate,Partner,17487.0,2013-03-18,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,3,11,0,3,2013,36,1,18,0,971.5,Millennials
5564,1969,Undergraduate,Partner,62882.0,2012-08-09,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0,8,2012,56,1,1338,0,46.997010463378174,Gen X
5682,1953,PhD,Alone,64108.0,2013-03-23,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,3,11,0,3,2013,72,1,1099,0,58.333030027297546,Baby Boomers
7458,1956,Postgraduate,Partner,34941.0,2013-03-06,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,3,11,0,3,2013,69,2,97,0,360.21649484536084,Baby Boomers
5237,1950,PhD,Alone,48767.0,2014-01-01,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,3,11,0,1,2014,75,3,63,0,774.0793650793651,Baby Boomers
7761,1978,Postgraduate,Partner,38702.0,2013-08-01,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,3,11,0,8,2013,47,1,109,0,355.0642201834862,Gen X
5278,1964,Undergraduate,Partner,82224.0,2014-01-25,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,3,11,0,1,2014,61,0,902,1,91.15742793791574,Baby Boomers
3560,1952,Undergraduate,Partner,83844.0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,5,2013,73,0,1574,1,53.26810673443456,Baby Boomers
7235,1975,Postgraduate,Partner,17003.0,2013-12-09,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,3,11,0,12,2013,50,1,38,0,447.4473684210527,Gen X
